time,speed,accel,accelOpen,distance,TTC,roadClassSig,suddenAccelCount,suddenReduceCount,reduceStartCount,TTCRiskCount,distanceOnExpressWayCount,distanceOnOpenRoadCount,distanceofFollowStopCount,driveScene,withFrontCar,roadClass
428,33.68,-0.4222222222222222,0,255,–³Œø,,5,9,2,0,0,0,0,Œ¸,–³,
429,31.5,-0.6194760134577053,0,255,–³Œø,,5,9,2,0,0,0,0,Œ¸,–³,
430,27.44,-0.8398829298202434,0,255,–³Œø,,5,9,2,0,0,0,0,Œ¸,–³,
431,24.02,-1.0074074074074075,0,255,–³Œø,,5,9,2,0,0,0,0,Œ¸,–³,
432,19.27,-1.0161696094257704,0,255,–³Œø,,5,9,2,0,0,0,0,Œ¸,–³,
434,15.71,-1.051258473995177,0,255,–³Œø,,5,9,2,0,0,0,0,Œ¸,–³,
435,11.15,-0.9511302756850682,0,255,–³Œø,,5,9,2,0,0,0,0,Œ¸,–³,
436,7.91,-0.9888107188713342,0,255,–³Œø,,5,9,2,0,0,0,0,Œ¸,–³,
437,5.45,-0.7348908549203219,0,255,–³Œø,,5,9,2,0,0,0,0,Œ¸,–³,
438,3.6,-0.6859548379811189,0,255,–³Œø,,5,9,2,0,0,0,0,Œ¸,–³,
439,0.71,-0.6335910466042763,0,255,–³Œø,,5,9,2,0,0,0,0,Œ¸,–³,
440,0,-0.6336680771103349,0,255,–³Œø,,5,9,2,0,0,0,0,Œ¸,–³,
441,0,-0.0503144635981027,0,255,–³Œø,,5,10,2,0,0,0,0,’â,–³,
442,0,0,0,255,–³Œø,,5,10,2,0,0,0,0,’â,–³,
443,0,0,0,30,–³Œø,,5,10,2,0,0,0,0,’â,–³,
444,0,0,0,31,–³Œø,,5,10,2,0,0,0,0,’â,–¢,
445,0,0,0,36,–³Œø,,5,10,2,0,0,0,0,’â,–¢,
446,0,0,0,43,–³Œø,,5,10,2,0,0,0,0,’â,–¢,
447,0,0,0,49,–³Œø,,5,10,2,0,0,0,0,’â,–¢,
448,0,0,0,54,–³Œø,,5,10,2,0,0,0,0,’â,–¢,
449,0,0,0,63,–³Œø,,5,10,2,0,0,0,0,’â,–¢,
450,0,0,0,70,–³Œø,,5,10,2,0,0,0,0,’â,–¢,
451,0,0,0,79,–³Œø,,5,10,2,0,0,0,0,’â,–¢,
452,0,0,0,87,–³Œø,,5,10,2,0,0,0,0,’â,–¢,
453,0,0,0,42,0.6240001022815704,,5,10,2,0,0,0,0,’â,–¢,
454,0,0,0,50,–³Œø,,5,10,2,0,0,0,0,’â,–¢,
455,0,0,0,61,–³Œø,,5,10,2,0,0,0,0,’â,–¢,
456,0,0,0,71,–³Œø,,5,10,2,0,0,0,0,’â,–¢,
457,0,0,0,81,–³Œø,,5,10,2,0,0,0,0,’â,–¢,
458,0,0,0,91,–³Œø,,5,10,2,0,0,0,0,’â,–¢,
459,0,0,0,99,–³Œø,,5,10,2,0,0,0,0,’â,–¢,
461,0,0,0,107,–³Œø,,5,10,2,0,0,0,0,’â,–¢,
462,0,0,0,255,–³Œø,,5,10,2,0,0,0,0,’â,–³,
463,0,0,0,255,–³Œø,,5,10,2,0,0,0,0,’â,–³,
464,0,0,0,255,–³Œø,,5,10,2,0,0,0,0,’â,–³,
465,0,0,0,255,–³Œø,,5,10,2,0,0,0,0,’â,–³,
466,0,0,0,255,–³Œø,,5,10,2,0,0,0,0,’â,–³,
467,0,0,0,255,–³Œø,,5,10,2,0,0,0,0,’â,–³,
468,0,0,0,255,–³Œø,,5,10,2,0,0,0,0,’â,–³,
469,0,0,0,255,–³Œø,,5,10,2,0,0,0,0,’â,–³,
470,0,0,0,255,–³Œø,,5,10,2,0,0,0,0,’â,–³,
471,0,0,0,255,–³Œø,,5,10,2,0,0,0,0,’â,–³,
473,1.73,0,15.5,255,–³Œø,,5,10,2,0,0,0,0,’â,–³,
474,6.33,0.9399938909810888,21,255,–³Œø,,5,10,2,0,0,0,0,”­,–³,
475,9.84,1.0486390298991375,24,255,–³Œø,,5,10,2,0,0,0,0,”­,–³,
476,14.44,1.0503229987812694,25,255,–³Œø,,5,10,2,0,0,0,0,”­,–³,
477,17.75,0.9061201369837445,27,255,–³Œø,,5,10,2,0,0,0,0,”­,–³,
478,21.71,0.895706652246731,26,255,–³Œø,,5,10,2,0,0,0,0,‰Á,–³,
479,24.21,0.7782099684922641,25.5,255,–³Œø,,5,10,2,0,0,0,0,‰Á,–³,
480,26.1,0.6818181987073377,25.5,255,–³Œø,,6,10,2,0,0,0,0,’è,–³,
481,29.54,0.7007330728720885,25.5,255,–³Œø,,6,10,2,0,0,0,0,’è,–³,
482,30.88,0.5732532117890445,25,255,–³Œø,,6,10,2,0,0,0,0,’è,–³,
483,32.86,0.4619758529585976,24.5,255,–³Œø,,6,10,2,0,0,0,0,’è,–³,
484,34.28,0.37840567489182747,23.5,255,–³Œø,,6,10,2,0,0,0,0,’è,–³,
485,34.93,0.3266143623189412,21.5,255,–³Œø,,6,10,2,0,0,0,0,’è,–³,
487,35.29,0.12345678521772491,19.5,255,–³Œø,,6,10,2,0,0,0,0,’è,–³,
488,34.93,-0.025960537467081723,15.5,255,–³Œø,,6,10,2,0,0,0,0,’è,–³,
489,34.59,-0.1736111365500185,2.5,255,–³Œø,,6,10,2,0,0,0,0,’è,–³,
490,32.75,-0.3740740740740741,0,255,–³Œø,,6,10,2,0,0,0,0,Œ¸,–³,
491,31.07,-0.4581529695017561,0,255,–³Œø,,6,10,2,0,0,0,0,Œ¸,–³,
492,29.47,-0.34797870415892673,0,255,–³Œø,,6,10,2,0,0,0,0,Œ¸,–³,
493,28.35,-0.3568291315857892,0,255,–³Œø,,6,10,2,0,0,0,0,Œ¸,–³,
494,26.59,-0.37262878370928887,0,45,–³Œø,,6,10,2,0,0,0,0,Œ¸,–³,
495,22.57,-0.6928454574762225,0,255,–³Œø,,6,10,2,0,0,0,0,Œ¸,–¢,
496,15.91,-1.6869097249370089,0,255,–³Œø,,6,10,2,0,0,0,0,Œ¸,–³,
498,10.26,-1.9751760474660975,0,255,–³Œø,,6,10,2,0,0,0,0,Œ¸,–³,
499,8.83,-0.4514844985064176,0,255,–³Œø,,6,10,2,0,0,0,0,Œ¸,–³,
500,8.39,-0.12176559803615675,0,255,–³Œø,,6,10,2,0,0,0,0,Œ¸,–³,
501,8.19,-0.1229399306203174,0,255,–³Œø,,6,10,2,0,0,0,0,Œ¸,–³,
502,8.18,-0.021725636713774386,0.5,255,–³Œø,,6,11,2,0,0,0,0,’è,–³,
503,8.02,-0.008114249012392969,0,255,–³Œø,,6,11,2,0,0,0,0,Œ¸,–³,
504,6.51,-0.22653003424593612,0,255,–³Œø,,6,11,2,0,0,0,0,Œ¸,–³,
505,4.12,-0.5,0,255,–³Œø,,6,11,2,0,0,0,0,Œ¸,–³,
506,1.26,-0.6350268173123784,0,102,–³Œø,,6,11,2,0,0,0,0,Œ¸,–¢,
507,0,-0.5466309836708271,0,255,–³Œø,,6,11,2,0,0,0,0,Œ¸,–¢,
508,0,-0.20805664326766365,0,255,–³Œø,,6,12,2,0,0,0,0,’â,–³,
509,0,0,0,255,–³Œø,,6,12,2,0,0,0,0,’â,–³,
510,0.72,0,0,255,–³Œø,,6,12,2,0,0,0,0,’â,–³,
511,0.83,0.21996612923656853,0,255,–³Œø,,6,12,2,0,0,0,0,’â,–³,
512,2.12,0.18343816503854757,2.5,255,–³Œø,,6,12,2,0,0,0,0,’â,–³,
513,3.25,0.3694581766778211,5,255,–³Œø,,6,12,2,0,0,0,0,”­,–³,
514,5.29,0.432539653075257,5,255,–³Œø,,6,12,2,0,0,0,0,”­,–³,
515,5.41,0.3999135796971661,0,255,–³Œø,,6,12,2,0,0,0,0,”­,–³,
516,3.51,-0.22349934999729915,0,255,–³Œø,,6,12,2,0,0,0,0,”­,–³,
517,2.76,-0.4617217435207873,0,255,–³Œø,,6,12,2,0,0,0,0,”­,–³,
518,3.36,-0.032026649127658534,0,255,–³Œø,,6,12,2,0,0,0,0,”­,–³,
519,7.37,0.41666657944037544,22,255,–³Œø,,6,12,2,0,0,0,0,”­,–³,
521,11.28,1.3276709528017219,27.5,255,–³Œø,,6,12,2,0,0,0,0,”­,–³,
522,18.62,1.5877046248180025,29.5,255,–³Œø,,6,12,2,0,0,0,0,”­,–³,
523,21.75,1.6366194371662912,26,255,–³Œø,,6,12,2,0,0,0,0,”­,–³,
524,25.91,0.9593931550141046,23.5,255,–³Œø,,6,12,2,0,0,0,0,‰Á,–³,
525,28.36,0.7841905481562051,26.5,255,–³Œø,,6,12,2,0,0,0,0,‰Á,–³,
526,31.31,0.7442349079718147,26,255,–³Œø,,7,12,2,0,0,0,0,’è,–³,
527,32.43,0.6294471161155257,5,255,–³Œø,,7,12,2,0,0,0,0,’è,–³,
528,31.57,-0.24203535122468456,4.5,255,–³Œø,,7,12,2,0,0,0,0,’è,–³,
529,30.39,-0.28401994155382043,15.5,255,–³Œø,,7,12,2,0,0,0,0,’è,–³,
530,30.9,-0.10582011329550761,17.5,255,–³Œø,,7,12,2,0,0,0,0,’è,–³,
531,32.34,0.2404535797826565,24.5,255,–³Œø,,7,12,2,0,0,0,0,’è,–³,
532,34.26,0.3643578733832864,23.5,255,–³Œø,,7,12,2,0,0,0,0,’è,–³,
533,35.81,0.4157705581564541,18.5,255,–³Œø,,7,12,2,0,0,0,0,’è,–³,
534,36.6,0.1440922343327371,17,255,–³Œø,,7,12,2,0,0,0,0,’è,–³,
535,37.2,0.13409959039878885,12.5,255,–³Œø,,7,12,2,0,0,0,0,’è,–³,
536,36.75,0.05872679675571546,7.5,255,–³Œø,,7,12,2,0,0,0,0,’è,–³,
537,35.71,-0.20964359361005758,8.5,255,–³Œø,,7,12,2,0,0,0,0,’è,–³,
538,35.11,-0.17722300354005135,9.5,255,–³Œø,,7,12,2,0,0,0,0,’è,–³,
539,34.68,-0.14741807702874254,8.5,255,–³Œø,,7,12,2,0,0,0,0,’è,–³,
540,33.79,-0.19072225917166993,8.5,255,–³Œø,,7,12,2,0,0,0,0,’è,–³,
541,33.26,-0.24536530690085245,7.5,255,–³Œø,,7,12,2,0,0,0,0,’è,–³,
542,32.09,-0.21313764551362585,0.5,255,–³Œø,,7,12,2,0,0,0,0,’è,–³,
543,31.09,-0.22667902032105797,0,255,–³Œø,,7,12,2,0,0,0,0,Œ¸,–³,
544,29.02,-0.36841660654798,0,255,–³Œø,,7,12,2,0,0,0,0,Œ¸,–³,
545,26.29,-0.7115812867122348,0,255,–³Œø,,7,12,2,0,0,0,0,Œ¸,–³,
547,23.36,-0.7147065720103685,0,255,–³Œø,,7,12,2,0,0,0,0,Œ¸,–³,
548,18.77,-1.0307829726023834,0,255,–³Œø,,7,12,2,0,0,0,0,Œ¸,–³,
549,16.27,-0.9572544160393655,0,255,–³Œø,,7,12,2,0,0,0,0,Œ¸,–³,
550,11.89,-0.8938547676524321,0,255,–³Œø,,7,12,2,0,0,0,0,Œ¸,–³,
551,7.07,-0.9630141495357278,0,255,–³Œø,,7,12,2,0,0,0,0,Œ¸,–³,
552,5.21,-0.9159306029611008,0,255,–³Œø,,7,12,2,0,0,0,0,Œ¸,–³,
553,1.29,-0.7914846057361524,0,255,–³Œø,,7,12,2,0,0,0,0,Œ¸,–³,
554,0,-0.731158655372759,0,255,–³Œø,,7,12,2,0,0,0,0,Œ¸,–³,
555,0,0,0,255,–³Œø,,7,13,2,0,0,0,0,’â,–³,
557,0,0,0,255,–³Œø,,7,13,2,0,0,0,0,’â,–³,
558,0,0,0,255,–³Œø,,7,13,2,0,0,0,0,’â,–³,
559,0,0,0,255,–³Œø,,7,13,2,0,0,0,0,’â,–³,
560,0,0,0,255,–³Œø,,7,13,2,0,0,0,0,’â,–³,
561,0,0,0,255,–³Œø,,7,13,2,0,0,0,0,’â,–³,
562,0,0,0,255,–³Œø,,7,13,2,0,0,0,0,’â,–³,
563,0,0,0,255,–³Œø,,7,13,2,0,0,0,0,’â,–³,
564,0,0,0,255,–³Œø,,7,13,2,0,0,0,0,’â,–³,
565,0,0,0,255,–³Œø,,7,13,2,0,0,0,0,’â,–³,
566,0,0,0,255,–³Œø,,7,13,2,0,0,0,0,’â,–³,
567,0,0,0,255,–³Œø,,7,13,2,0,0,0,0,’â,–³,
569,0,0,0,255,–³Œø,,7,13,2,0,0,0,0,’â,–³,
570,0,0,0,255,–³Œø,,7,13,2,0,0,0,0,’â,–³,
571,0,0,0,255,–³Œø,,7,13,2,0,0,0,0,’â,–³,
572,0,0,0,255,–³Œø,,7,13,2,0,0,0,0,’â,–³,
573,0,0,0,255,–³Œø,,7,13,2,0,0,0,0,’â,–³,
574,0,0,0,255,–³Œø,,7,13,2,0,0,0,0,’â,–³,
575,0,0,0,39,–³Œø,,7,13,2,0,0,0,0,’â,–¢,
576,0,0,0,49,–³Œø,,7,13,2,0,0,0,0,’â,–¢,
577,0,0,0,56,–³Œø,,7,13,2,0,0,0,0,’â,–¢,
578,0,0,0,40,2.3857137135096957,,7,13,2,0,0,0,0,’â,–¢,
579,0,0,0,57,2.3857137135096957,,7,13,2,0,0,0,0,’â,–¢,
580,0,0,0,59,2.3857137135096957,,7,13,2,0,0,0,0,’â,–¢,
581,0,0,0,75,–³Œø,,7,13,2,0,0,0,0,’â,–¢,
582,0,0,0,91,–³Œø,,7,13,2,0,0,0,0,’â,–¢,
583,0,0,0,102,–³Œø,,7,13,2,0,0,0,0,’â,–¢,
584,0,0,0,55,–³Œø,,7,13,2,0,0,0,0,’â,–³,
585,0,0,0,63,–³Œø,,7,13,2,0,0,0,0,’â,–¢,
587,0,0,0,69,–³Œø,,7,13,2,0,0,0,0,’â,–¢,
588,0,0,0,255,–³Œø,,7,13,2,0,0,0,0,’â,–³,
589,0,0,0,255,–³Œø,,7,13,2,0,0,0,0,’â,–³,
590,0,0,0,255,–³Œø,,7,13,2,0,0,0,0,’â,–³,
591,0,0,0,255,–³Œø,,7,13,2,0,0,0,0,’â,–³,
592,0,0,0,255,–³Œø,,7,13,2,0,0,0,0,’â,–³,
593,0,0,0,255,–³Œø,,7,13,2,0,0,0,0,’â,–³,
594,0,0,0,255,–³Œø,,7,13,2,0,0,0,0,’â,–³,
595,0,0,0,255,–³Œø,,7,13,2,0,0,0,0,’â,–³,
596,2.18,0.3079365079365079,13,255,–³Œø,,7,13,2,0,0,0,0,’â,–³,
597,6.7,1.1957672500706489,22.5,255,–³Œø,,7,13,2,0,0,0,0,”­,–³,
598,14.54,1.3544019312444886,27,255,–³Œø,,7,13,2,0,0,0,0,”­,–³,
599,17.73,1.6037522543759155,28,255,–³Œø,,7,13,2,0,0,0,0,”­,–³,
600,22.6,1.5068990840969179,27,255,–³Œø,,7,13,2,0,0,0,0,”­,–³,
601,26.47,1.3407112917641733,25.5,255,–³Œø,,7,13,2,0,0,0,0,‰Á,–³,
602,31.42,0.9449825411463688,21,255,–³Œø,,7,13,2,0,0,0,0,‰Á,–³,
603,32.93,0.8088039736932839,17.5,255,–³Œø,,7,13,2,0,0,0,0,‰Á,–³,
604,34,0.3921136795798158,14.5,255,–³Œø,,8,13,2,0,0,0,0,’è,–³,
605,34.42,0.07425972172593182,10.5,255,–³Œø,,8,13,2,0,0,0,0,’è,–³,
607,34.54,0.05701255218295761,11,255,–³Œø,,8,13,2,0,0,0,0,’è,–³,
608,35.5,0.17617175390669293,12,255,–³Œø,,8,13,2,0,0,0,0,’è,–³,
609,35.74,0.1957070452560549,11.5,255,–³Œø,,8,13,2,0,0,0,0,’è,–³,
610,36.15,0.10943734361169856,11.5,255,–³Œø,,8,13,2,0,0,0,0,’è,–³,
611,35.97,-0.07032349144073907,12.5,255,–³Œø,,8,13,2,0,0,0,0,’è,–³,
612,35.79,-0.007122507383759137,13,255,–³Œø,,8,13,2,0,0,0,0,’è,–³,
613,35.69,-0.07210934267584773,15.5,255,–³Œø,,8,13,2,0,0,0,0,’è,–³,
614,35.57,-0.04582629078956131,15,255,–³Œø,,8,13,2,0,0,0,0,’è,–³,
615,35.19,-0.10469831133477085,18,255,–³Œø,,8,13,2,0,0,0,0,’è,–³,
616,35.15,-0.029797378304931968,17.5,255,–³Œø,,8,13,2,0,0,0,0,’è,–³,
617,35.32,0.014968781864604493,19,255,–³Œø,,8,13,2,0,0,0,0,’è,–³,
618,35.54,0.10193679765557498,18.5,255,–³Œø,,8,13,2,0,0,0,0,’è,–³,
619,35.34,-0.06952721604484126,18.5,255,–³Œø,,8,13,2,0,0,0,0,’è,–³,
620,35.28,-0.03598157396532506,18.5,255,–³Œø,,8,13,2,0,0,0,0,’è,–³,
621,34.9,-0.022888055941906748,19.5,255,–³Œø,,8,13,2,0,0,0,0,’è,–³,
622,34.83,-0.07387708279875847,22,255,–³Œø,,8,13,2,0,0,0,0,’è,–³,
623,35.47,0.06734006344791649,22,255,–³Œø,,8,13,2,0,0,0,0,’è,–³,
624,36.38,0.20984489125618247,21.5,255,–³Œø,,8,13,2,0,0,0,0,’è,–³,
626,37.13,0.16675445929026164,22,255,–³Œø,,8,13,2,0,0,0,0,’è,–³,
627,38.03,0.2276234477451803,18,255,–³Œø,,8,13,2,0,0,0,0,’è,–³,
628,38.33,0.13964785038789126,18.5,255,–³Œø,,8,13,2,0,0,0,0,’è,–³,
629,38.9,0.12850930209625475,18,255,–³Œø,,8,13,2,0,0,0,0,’è,–³,
630,39.02,0.10683758276510615,14.5,255,–³Œø,,8,13,2,0,0,0,0,’è,–³,
631,39.22,0.045402015678196864,15,255,–³Œø,,8,13,2,0,0,0,0,’è,–³,
632,39.15,-0.02453385543645806,15,255,–³Œø,,8,13,2,0,0,0,0,’è,–³,
633,39.1,0.0036987723646631394,15,255,–³Œø,,8,13,2,0,0,0,0,’è,–³,
634,39.44,0.07915946272371513,11,255,–³Œø,,8,13,2,0,0,0,0,’è,–³,
635,38.96,-0.015410695960004463,9.5,255,–³Œø,,8,13,2,0,0,0,0,’è,–³,
636,38.44,-0.16583746946507227,9.5,255,–³Œø,,8,13,2,0,0,0,0,’è,–¢,
638,38.21,-0.10080645729839689,13.5,255,–³Œø,,8,13,2,0,0,0,0,’è,–³,
639,38.15,0.004145936509653619,13.5,96,–³Œø,,8,13,2,0,0,0,0,’è,–³,
640,38.13,-0.006988119525036914,12.5,96,–³Œø,,8,13,2,0,0,0,0,’è,–¢,
641,37.89,-0.06207324775364111,13,96,–³Œø,,8,13,2,0,0,0,0,’è,–¢,
642,37.7,-0.05073566216610818,12.5,255,–³Œø,,8,13,2,0,0,0,0,’è,–¢,
643,37.57,-0.04014130245620934,11.5,96,–³Œø,,8,13,2,0,0,0,0,’è,–³,
644,37.17,-0.06085337735747287,12,96,–³Œø,,8,13,2,0,0,0,0,’è,–¢,
645,37.04,-0.10300782665211203,12,96,–³Œø,,8,13,2,0,0,0,0,’è,–¢,
646,36.89,-0.02107037164858936,12,95,–³Œø,,8,13,2,0,0,0,0,’è,–¢,
647,36.65,-0.03799392141317723,12,93,–³Œø,,8,13,2,0,0,0,0,’è,Ú,
648,36.57,-0.06841818086626315,12,255,80.53799414634705,,8,13,2,0,0,0,0,’è,Ú,
649,36.35,-0.041091380056939866,11.5,255,–³Œø,,8,13,2,0,0,0,0,’è,–³,
651,36.09,-0.07346768251810083,11.5,255,–³Œø,,8,13,2,0,0,0,0,’è,–³,
652,35.83,-0.04192872972454501,12,255,–³Œø,,8,13,2,0,0,0,0,’è,–³,
653,35.63,-0.08345253691763828,12,255,–³Œø,,8,13,2,0,0,0,0,’è,–³,
654,35.01,-0.149290260676817,11.5,255,–³Œø,,8,13,2,0,0,0,0,’è,–³,
655,34.67,-0.08247558647886657,11,255,–³Œø,,8,13,2,0,0,0,0,’è,–³,
656,33.78,-0.15723272921262454,8,56,–³Œø,,8,13,2,0,0,0,0,’è,–³,
657,33.04,-0.20936143898566822,6,50,–³Œø,,8,13,2,0,0,0,0,’è,–¢,
658,31.99,-0.16212712690425654,0,39,–³Œø,,8,13,2,0,0,0,0,’è,–¢,
660,31.2,-0.2525252852111029,0,31,–³Œø,,8,13,2,0,0,0,0,Œ¸,–¢,
661,30.3,-0.23736209064170916,0,255,–³Œø,,8,13,2,0,0,0,0,Œ¸,–³,
662,29.05,-0.25415896084757145,0,255,–³Œø,,8,13,2,0,0,0,0,Œ¸,–³,
663,27.68,-0.3143903421720518,0,255,–³Œø,,8,13,2,0,0,0,0,Œ¸,–³,
664,25.85,-0.301464282439587,0,255,–³Œø,,8,13,2,0,0,0,0,Œ¸,–³,
665,22.33,-0.7211537623899321,0,255,–³Œø,,8,13,2,0,0,0,0,Œ¸,–³,
666,19.32,-0.8248925982078943,0,255,–³Œø,,8,13,2,0,0,0,0,Œ¸,–³,
667,14.98,-0.9736538667790913,0,255,–³Œø,,8,13,2,0,0,0,0,Œ¸,–³,
668,11.85,-0.893355662943756,0,255,–³Œø,,8,13,2,0,0,0,0,Œ¸,–³,
669,7.69,-0.9001701611151346,0,255,–³Œø,,8,13,2,0,0,0,0,Œ¸,–³,
671,6.04,-0.7828642748940352,0,255,–³Œø,,8,13,2,0,0,0,0,Œ¸,–³,
672,3.24,-0.8991650511013545,0,255,–³Œø,,8,13,2,0,0,0,0,Œ¸,–³,
673,0,-0.8154014104482854,0,255,–³Œø,,8,13,2,0,0,0,0,Œ¸,–³,
674,0,-0.3175696048816327,0,255,–³Œø,,8,14,2,0,0,0,0,’â,–³,
675,2.04,0.3297250633254006,0,255,–³Œø,,8,14,2,0,0,0,0,’â,–³,
676,3.54,0.28125001676380734,0,6,–³Œø,,8,14,2,0,0,0,0,”­,–¢,
677,5.37,0.00455373484505504,7,7,–³ŒÀ‘å,,8,14,2,0,0,0,0,”­,–¢,
678,6.25,0.475599672524487,10,10,–³ŒÀ‘å,,8,14,2,0,0,0,0,”­,–¢,
680,8.11,0.3818674760328814,2.5,10,–³ŒÀ‘å,,8,14,2,0,0,0,0,”­,—£,
681,7.8,-0.041269841269841276,0,9,10.439999103546143,,8,14,2,0,0,0,0,”­,—£,
682,7.48,-0.08657029202464894,0,8,10.439999103546143,,8,14,2,0,0,0,0,”­,—£,
683,6.23,-0.19193188071057257,0,5,10.439999103546143,,8,14,2,0,0,0,0,”­,—£,
684,4.65,-0.3550820342804147,0,4,10.439999103546143,,8,14,2,0,0,0,0,”­,—£,
685,2.86,-0.44283422927483207,0,3,10.439999103546143,,8,14,2,0,0,0,0,”­,—£,
686,0,-0.6554756824651485,0,5,–³ŒÀ‘å,,8,14,2,0,0,0,0,”­,—£,
687,0,-0.5013150135035306,0,5,–³ŒÀ‘å,,8,14,2,0,0,0,1,’â,—£,
688,0,0,0,4,–³ŒÀ‘å,,8,14,2,0,0,0,1,’â,—£,
689,0,0,0,5,–³ŒÀ‘å,,8,14,2,0,0,0,1,’â,—£,
690,0,0,0,2,–³ŒÀ‘å,,8,14,2,0,0,0,1,’â,—£,
692,0,0,0,4,–³ŒÀ‘å,,8,14,2,0,0,0,1,’â,—£,
693,0,0,0,3,–³ŒÀ‘å,,8,14,2,0,0,0,1,’â,—£,
694,0,0,0,3,2.4150002002716064,,8,14,2,0,0,0,1,’â,—£,
695,0,0,0,4,2.4150002002716064,,8,14,2,0,0,0,1,’â,—£,
696,2.9,0.5627393834094491,10.5,6,–³ŒÀ‘å,,8,14,2,0,0,0,1,’â,—£,
697,5.4,0.5929640630839965,16.5,255,–³ŒÀ‘å,,8,14,2,0,0,0,1,”­,—£,
699,10.6,1.0749915524192886,24,255,–³Œø,,8,14,2,0,0,0,1,”­,–³,
700,16.25,1.219345310773882,18,255,–³Œø,,8,14,2,0,0,0,1,”­,–³,
701,17.05,0.9318706588651466,17,255,–³Œø,,8,14,2,0,0,0,1,”­,–³,
702,20.04,0.5402417208656255,22.5,255,–³Œø,,8,14,2,0,0,0,1,”­,–³,
703,22.18,0.6881064423494838,22.5,255,–³Œø,,8,14,2,0,0,0,1,’è,–³,
704,25.94,0.6761948206855712,22,255,–³Œø,,8,14,2,0,0,0,1,’è,–³,
705,26.83,0.27942142380686397,11.5,28,–³Œø,,8,14,2,0,0,0,1,’è,–³,
706,26.46,0.011956001454911982,0,30,–³Œø,,8,14,2,0,0,0,1,’è,–¢,
707,25.89,-0.15344668011626905,0,17,–³ŒÀ‘å,,8,14,2,0,0,0,1,Œ¸,–¢,
708,25.79,-0.15344668011626905,0,17,–³ŒÀ‘å,,8,14,2,0,0,0,1,Œ¸,–¢,
709,26.39,-0.09439046593579958,15.5,17,–³ŒÀ‘å,,8,15,2,0,0,0,1,’è,–¢,
710,29.25,0.15042117386430384,20,255,–³ŒÀ‘å,,8,15,2,0,0,0,1,’è,–¢,
712,32.52,0.7188499234851469,22,255,–³Œø,,8,15,2,0,0,0,1,’è,–³,
713,35.43,0.8280157085298059,20.5,22,–³Œø,,8,15,2,0,0,0,1,’è,–³,
714,37.72,0.7147067226728963,17.5,25,–³Œø,,8,15,2,0,0,0,1,’è,–¢,
715,38.57,0.44658791104937273,3.5,62,–³Œø,,8,15,2,0,0,0,1,’è,–¢,
716,38.61,0.22107780320462622,0,65,–³Œø,,8,15,2,0,0,0,1,’è,–¢,
717,38.38,-0.14619891980220243,0,65,–³ŒÀ‘å,,8,15,2,0,0,0,1,Œ¸,–¢,
718,38.94,-0.05729945142819618,20.5,42,–³ŒÀ‘å,,8,15,2,0,0,0,1,Œ¸,–¢,
720,40.45,0.38398675577596014,20,46,–³ŒÀ‘å,,8,16,2,0,0,0,1,’è,—£,
721,41.74,0.41041537354764357,20,50,–³ŒÀ‘å,,8,16,2,0,0,0,1,’è,–¢,
722,42.87,0.17094002045914894,20,50,–³ŒÀ‘å,,8,16,2,0,0,0,1,’è,–¢,
723,44.12,0.26310891118481505,20,255,–³ŒÀ‘å,,8,16,2,0,0,0,1,’è,–¢,
724,44.72,0.3650284476294718,16,86,–³Œø,,8,16,2,0,0,0,1,’è,–³,
726,44.27,0.1732501924862616,9,88,–³Œø,,8,16,2,0,0,0,1,’è,–¢,
727,43.77,0.0683060226758256,11.5,88,–³ŒÀ‘å,,8,16,2,0,0,0,1,’è,–¢,
728,43.85,-0.1188099839291259,17,66,–³ŒÀ‘å,,8,16,2,0,0,0,1,’è,–¢,
729,44.42,0.041928704575905494,17,66,–³ŒÀ‘å,,8,16,2,0,0,0,1,’è,–¢,
730,45.02,0.14783693176248638,17,255,–³ŒÀ‘å,,8,16,2,0,0,0,1,’è,–¢,
731,45.71,0.14492752421330515,17,70,–³Œø,,8,16,2,0,0,0,1,’è,–³,
733,45.84,0.22855134718240197,11.5,70,–³ŒÀ‘å,,8,16,2,0,0,0,1,’è,–¢,
734,44.7,0.034889967569949436,0,71,–³ŒÀ‘å,,8,16,2,0,0,0,1,’è,–¢,
735,43.84,-0.2167464903707574,0,70,–³ŒÀ‘å,,8,16,2,0,0,0,1,Œ¸,–¢,
736,43.84,-0.402212246758124,0,255,–³ŒÀ‘å,,8,16,2,0,0,0,1,Œ¸,–¢,
737,42.85,-0.402212246758124,0,255,–³ŒÀ‘å,,8,16,2,0,0,0,1,Œ¸,–¢,
738,42.85,-0.402212246758124,0,255,–³ŒÀ‘å,,8,16,2,0,0,0,1,Œ¸,–¢,
739,41.31,-0.056116735757229357,1,255,–³Œø,,8,16,2,0,0,0,1,Œ¸,–³,
740,40.5,-0.20408152938142574,0,255,–³Œø,,8,17,2,0,0,0,1,’è,–³,
741,39.61,-0.20737331016680735,0,255,–³Œø,,8,17,2,0,0,0,1,Œ¸,–³,
742,38.74,-0.2504784448720573,0,255,–³Œø,,8,17,2,0,0,0,1,Œ¸,–³,
744,37.82,-0.23281950076961572,0,255,–³Œø,,8,17,2,0,0,0,1,Œ¸,–³,
745,36.93,-0.19841288763397336,0,255,–³Œø,,8,17,2,0,0,0,1,Œ¸,–³,
